source_row_id,latitude,longitude,acq_datetime,suggested_label,suggested_class,why_suggested,label,frp,confidence,historical_count,historical_frp_mean,historical_frp_max,persistence_days,persistence_ratio,has_baseline,frp_zscore,bright_ti4,bright_ti5,brightness_difference,is_night,osm_queried,near_industrial,near_residential,near_agriculture,industrial_distance,residential_distance
279,8.75096,80.54166,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,4.52,0,0.0,0.0,0.0,0.0,0.0,False,,334.99,301.44,33.55000000000001,0,0,0,0,0,,
457,23.69161,87.117,2026-09-05 19:06:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=3.0) — escalation watch.,,4.15,0,16.0,1.42125,3.42,8.0,0.211,True,2.970765948423636,309.44,285.14,24.30000000000001,1,0,0,0,0,,
430,22.3772,87.27846,2026-09-05 08:18:00,0,PERSISTENT_SOURCE,"Recurring cell: 30 historical detections across 13 active days (36% of the observed span), FRP in line with its own history.",,6.49,0,30.0,2.945,7.49,13.0,0.361,True,1.8078497046831024,333.8,290.72,43.079999999999984,0,0,0,0,0,,
278,8.75043,80.53805,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,4.26,0,0.0,0.0,0.0,0.0,0.0,False,,338.35,301.87,36.48000000000002,0,0,0,0,0,,
571,22.78704,86.20657,2026-09-05 20:46:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=2.2) — escalation watch.,,2.71,0,11.0,1.071818181818182,3.0,7.0,0.25,True,2.1530131729688287,336.36,289.55,46.81,1,0,0,0,0,,
560,22.37874,87.28191,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 30 historical detections across 13 active days (36% of the observed span), FRP in line with its own history.",,1.08,0,30.0,2.945,7.49,13.0,0.361,True,-0.9510972353269352,307.02,284.97,22.049999999999955,1,0,0,0,0,,
283,8.76995,80.10387,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,4.48,0,0.0,0.0,0.0,0.0,0.0,False,,337.67,303.09,34.58000000000004,0,0,0,0,0,,
910,24.76391,74.60693,2026-09-06 20:27:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=3.7) — escalation watch.,,2.03,0,5.0,1.01,1.26,4.0,0.143,True,3.6510158476855774,301.93,279.07,22.860000000000014,1,0,0,0,0,,
451,22.38052,87.27566,2026-09-05 19:06:00,0,PERSISTENT_SOURCE,"Recurring cell: 30 historical detections across 13 active days (36% of the observed span), FRP in line with its own history.",,3.53,0,30.0,2.945,7.49,13.0,0.361,True,0.2983334491508081,312.79,285.85,26.94,1,0,0,0,0,,
292,8.8223,80.99955,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,5.32,0,0.0,0.0,0.0,0.0,0.0,False,,343.31,302.17,41.13999999999999,0,0,0,0,0,,
935,15.33194,76.28572,2026-09-06 20:29:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=2.7) — escalation watch.,,1.32,0,7.0,1.0814285714285714,1.19,7.0,0.121,True,2.7340335942434737,306.13,283.68,22.44999999999999,1,0,0,0,0,,
450,22.37548,87.27741,2026-09-05 19:06:00,0,PERSISTENT_SOURCE,"Recurring cell: 30 historical detections across 13 active days (36% of the observed span), FRP in line with its own history.",,4.57,0,30.0,2.945,7.49,13.0,0.361,True,0.8287040254189117,315.33,285.35,29.97999999999996,1,0,0,0,0,,
289,8.81116,80.85354,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: thin history (1 detections),,4.45,0,1.0,2.95,2.95,1.0,1.0,True,,343.29,301.96,41.33000000000004,0,0,0,0,0,,
518,20.9525,86.045,2026-09-05 20:46:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=3.4) — escalation watch.,,4.04,0,7.0,1.9514285714285715,2.7,6.0,0.122,True,3.4315152138107226,320.13,288.64,31.49000000000001,1,0,0,0,0,,
562,22.37973,87.27766,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 30 historical detections across 13 active days (36% of the observed span), FRP in line with its own history.",,1.08,0,30.0,2.945,7.49,13.0,0.361,True,-0.9510972353269352,308.18,284.46,23.720000000000027,1,0,0,0,0,,
285,8.7973,80.39112,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,5.15,0,0.0,0.0,0.0,0.0,0.0,False,,336.46,301.83,34.629999999999995,0,0,0,0,0,,
622,17.60913,83.20568,2026-09-05 20:49:00,2,NEW_ABNORMAL_EVENT,"Known thermal cell but FRP is anomalous (z=3.7, above historical peak) — escalation watch.",,6.72,0,5.0,2.208,3.29,5.0,0.106,True,3.74860231274666,317.89,290.33,27.56,1,0,0,0,0,,
604,23.75916,86.40092,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 38 historical detections across 16 active days (36% of the observed span), FRP in line with its own history.",,1.87,0,38.0,2.205,7.66,16.0,0.356,True,-0.2285132794177419,297.2,258.38,38.81999999999999,1,0,0,0,0,,
900,23.16375,82.34019,2026-09-06 20:27:00,1,OTHER_ANOMALY,Weak / one-off detection: thin history (1 detections),,2.14,0,1.0,1.72,1.72,1.0,1.0,True,,321.44,291.06,30.379999999999995,1,0,0,0,0,,
633,21.10577,72.64375,2026-09-05 20:49:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=2.6) — escalation watch.,,8.99,0,19.0,3.3057894736842104,9.26,11.0,0.216,True,2.630021967189503,331.2,294.54,36.65999999999997,1,0,0,0,0,,
1097,23.75722,86.40472,2026-09-07 07:39:00,0,PERSISTENT_SOURCE,"Recurring cell: 38 historical detections across 16 active days (36% of the observed span), FRP in line with its own history.",,2.85,0,38.0,2.205,7.66,16.0,0.356,True,0.4399733290281897,333.45,296.78,36.670000000000016,0,0,0,0,0,,
235,8.58409,80.36593,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,3.71,0,0.0,0.0,0.0,0.0,0.0,False,,337.15,302.31,34.839999999999975,0,0,0,0,0,,
895,22.31718,82.55957,2026-09-06 20:27:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=2.1) — escalation watch.,,2.02,0,5.0,1.63,1.88,3.0,0.5,True,2.0569093847245714,308.04,288.06,19.980000000000015,1,1,0,0,0,,
436,23.75978,86.40414,2026-09-05 08:18:00,0,PERSISTENT_SOURCE,"Recurring cell: 38 historical detections across 16 active days (36% of the observed span), FRP in line with its own history.",,4.93,0,38.0,2.205,7.66,16.0,0.356,True,1.858802048995065,328.16,289.56,38.60000000000002,0,0,0,0,0,,
234,8.58355,80.36236,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,3.71,0,0.0,0.0,0.0,0.0,0.0,False,,345.95,304.31,41.63999999999999,0,0,0,0,0,,
626,19.09932,82.16781,2026-09-05 20:49:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=3.0) — escalation watch.,,3.2,0,10.0,1.6350000000000002,2.41,5.0,0.085,True,3.036911270734889,317.65,288.78,28.870000000000005,1,1,1,0,0,49.6,
1098,23.76057,86.40414,2026-09-07 07:39:00,0,PERSISTENT_SOURCE,"Recurring cell: 38 historical detections across 16 active days (36% of the observed span), FRP in line with its own history.",,2.85,0,38.0,2.205,7.66,16.0,0.356,True,0.4399733290281897,334.9,296.73,38.16999999999996,0,0,0,0,0,,
233,8.58073,80.36644,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,3.71,0,0.0,0.0,0.0,0.0,0.0,False,,349.09,303.15,45.94,0,0,0,0,0,,
417,20.86472,84.9909,2026-09-05 08:18:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=3.0) — escalation watch.,,6.34,0,13.0,2.730769230769231,5.16,8.0,0.216,True,3.040446889637897,330.54,293.37,37.170000000000016,0,0,0,0,0,,
435,23.75821,86.40292,2026-09-05 08:18:00,0,PERSISTENT_SOURCE,"Recurring cell: 38 historical detections across 16 active days (36% of the observed span), FRP in line with its own history.",,4.62,0,38.0,2.205,7.66,16.0,0.356,True,1.6473419993846177,331.56,290.06,41.5,0,0,0,0,0,,
232,8.56992,80.77787,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: thin history (1 detections),,7.86,0,1.0,6.43,6.43,1.0,1.0,True,,339.49,305.56,33.93000000000001,0,0,0,0,0,,
415,19.09782,82.1674,2026-09-05 08:18:00,2,NEW_ABNORMAL_EVENT,"Known thermal cell but FRP is anomalous (z=8.5, above historical peak) — escalation watch.",,6.04,0,10.0,1.6350000000000002,2.41,5.0,0.085,True,8.547983480886382,334.75,295.4,39.35000000000002,0,1,1,0,0,49.6,
931,15.18494,76.67477,2026-09-06 20:29:00,0,PERSISTENT_SOURCE,"Recurring cell: 31 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,1.32,0,31.0,2.076129032258065,5.17,16.0,0.276,True,-0.7507067971586175,303.39,278.76,24.629999999999995,1,0,0,0,0,,
231,8.566,80.589,2026-09-05 08:13:00,1,OTHER_ANOMALY,"Weak / one-off detection: thin history (1 detections), low FIRMS confidence",,5.11,1,1.0,4.19,4.19,1.0,1.0,True,,332.44,303.65,28.79000000000002,0,0,0,0,0,,
427,21.74681,83.84541,2026-09-05 08:18:00,2,NEW_ABNORMAL_EVENT,"Known thermal cell but FRP is anomalous (z=6.1, above historical peak) — escalation watch.",,13.65,0,6.0,3.62,6.71,5.0,0.135,True,6.104606268872803,343.02,293.86,49.15999999999997,0,0,0,0,0,,
490,15.18408,76.66525,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 31 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,1.48,0,31.0,2.076129032258065,5.17,16.0,0.276,True,-0.5918541643127668,309.32,291.73,17.589999999999975,1,0,0,0,0,,
230,8.56501,80.8385,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,4.76,0,0.0,0.0,0.0,0.0,0.0,False,,334.37,303.22,31.149999999999977,0,0,0,0,0,,
536,20.97332,86.00273,2026-09-05 20:46:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=6.2) — escalation watch.,,5.04,0,9.0,1.3544444444444443,2.6,5.0,0.102,True,6.203173104215586,307.13,288.82,18.31,1,0,0,0,0,,
930,15.18263,76.66628,2026-09-06 20:29:00,0,PERSISTENT_SOURCE,"Recurring cell: 31 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,4.01,0,31.0,2.076129032258065,5.17,16.0,0.276,True,1.920003092562249,328.99,278.67,50.31999999999999,1,0,0,0,0,,
244,8.62896,80.51635,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,4.29,0,0.0,0.0,0.0,0.0,0.0,False,,337.33,301.47,35.85999999999996,0,0,0,0,0,,
595,23.69439,85.372,2026-09-05 20:46:00,2,NEW_ABNORMAL_EVENT,"Known thermal cell but FRP is anomalous (z=7.0, above historical peak) — escalation watch.",,3.4,0,6.0,1.1166666666666667,1.49,4.0,0.174,True,7.040264414325599,308.29,279.18,29.110000000000014,1,0,0,0,0,,
489,15.18342,76.66917,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 31 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,1.48,0,31.0,2.076129032258065,5.17,16.0,0.276,True,-0.5918541643127668,318.33,292.33,26.0,1,0,0,0,0,,
236,8.59053,80.52262,2026-09-05 08:13:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,3.17,0,0.0,0.0,0.0,0.0,0.0,False,,336.86,298.77,38.09000000000003,0,0,0,0,0,,
773,15.18268,76.66901,2026-09-06 07:58:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=2.4) — escalation watch.,,4.48,0,31.0,2.076129032258065,5.17,16.0,0.276,True,2.3866327015469366,335.64,301.2,34.44,0,0,0,0,0,,
928,15.17796,76.6737,2026-09-06 20:29:00,0,PERSISTENT_SOURCE,"Recurring cell: 31 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,1.44,0,31.0,2.076129032258065,5.17,16.0,0.276,True,-0.6315673225242295,304.5,279.15,25.350000000000023,1,0,0,0,0,,
1007,8.33792,80.27499,2026-09-07 07:35:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,3.14,0,0.0,0.0,0.0,0.0,0.0,False,,331.57,291.07,40.5,0,0,0,0,0,,
596,23.6945,85.37199,2026-09-05 20:46:00,2,NEW_ABNORMAL_EVENT,"Known thermal cell but FRP is anomalous (z=8.8, above historical peak) — escalation watch.",,3.98,0,6.0,1.1166666666666667,1.49,4.0,0.174,True,8.828594353146993,309.93,281.38,28.55000000000001,1,0,0,0,0,,
929,15.18145,76.67422,2026-09-06 20:29:00,0,PERSISTENT_SOURCE,"Recurring cell: 31 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,1.32,0,31.0,2.076129032258065,5.17,16.0,0.276,True,-0.7507067971586175,307.58,279.24,28.33999999999997,1,0,0,0,0,,
1006,8.33283,80.27589,2026-09-07 07:35:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,3.14,0,0.0,0.0,0.0,0.0,0.0,False,,341.44,292.58,48.860000000000014,0,0,0,0,0,,
827,20.75904,85.29414,2026-09-06 20:27:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=4.3) — escalation watch.,,5.01,0,5.0,2.12,2.83,3.0,0.088,True,4.270599167656871,310.14,290.58,19.56,1,0,0,0,0,,
1090,23.67601,86.39903,2026-09-07 07:39:00,0,PERSISTENT_SOURCE,"Recurring cell: 34 historical detections across 11 active days (27% of the observed span), FRP in line with its own history.",,4.45,0,34.0,2.769117647058824,9.1,11.0,0.268,True,0.7497239196524984,332.82,298.25,34.56999999999999,0,0,0,0,0,,
915,14.5861,78.58088,2026-09-06 20:29:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (0.5), no baseline",,0.52,0,0.0,0.0,0.0,0.0,0.0,False,,298.19,276.76,21.430000000000007,1,0,0,0,0,,
818,19.09906,82.16767,2026-09-06 20:27:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=4.3) — escalation watch.,,3.86,0,10.0,1.6350000000000002,2.41,5.0,0.085,True,4.317653404079954,326.96,290.99,35.96999999999997,1,1,1,0,0,49.6,
1091,23.67936,86.39845,2026-09-07 07:39:00,0,PERSISTENT_SOURCE,"Recurring cell: 34 historical detections across 11 active days (27% of the observed span), FRP in line with its own history.",,4.45,0,34.0,2.769117647058824,9.1,11.0,0.268,True,0.7497239196524984,332.32,297.7,34.620000000000005,0,0,0,0,0,,
914,14.36213,78.77739,2026-09-06 20:29:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,2.88,0,0.0,0.0,0.0,0.0,0.0,False,,316.75,289.62,27.129999999999995,1,0,0,0,0,,
1084,22.3571,82.30258,2026-09-07 07:39:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=4.6) — escalation watch.,,10.02,1,19.0,2.906842105263158,7.52,6.0,0.14,True,4.649983082684812,336.1,298.18,37.920000000000016,0,0,0,0,0,,
589,23.67832,86.39969,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 34 historical detections across 11 active days (27% of the observed span), FRP in line with its own history.",,3.47,0,34.0,2.769117647058824,9.1,11.0,0.268,True,0.3126145407754861,311.12,288.74,22.379999999999995,1,0,0,0,0,,
913,14.36157,78.78092,2026-09-06 20:29:00,1,OTHER_ANOMALY,Weak / one-off detection: no baseline,,2.88,0,0.0,0.0,0.0,0.0,0.0,False,,312.71,290.24,22.46999999999997,1,0,0,0,0,,
784,22.35737,82.30364,2026-09-06 08:01:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=2.7) — escalation watch.,,7.02,0,19.0,2.906842105263158,7.52,6.0,0.14,True,2.688835944593548,340.16,298.83,41.33000000000004,0,0,0,0,0,,
590,23.67911,86.39612,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 34 historical detections across 11 active days (27% of the observed span), FRP in line with its own history.",,1.9,0,34.0,2.769117647058824,9.1,11.0,0.268,True,-0.3876525253846254,308.56,288.37,20.19,1,0,0,0,0,,
912,13.39294,80.0768,2026-09-06 20:29:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (0.6), thin history (1 detections)",,0.57,0,1.0,3.43,3.43,1.0,1.0,True,,307.2,281.93,25.269999999999985,1,0,0,0,0,,
391,15.17266,76.66496,2026-09-05 08:16:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=3.1) — escalation watch.,,5.73,1,8.0,1.7925,4.86,6.0,0.107,True,3.0948000303941727,335.32,305.84,29.480000000000015,0,0,0,0,0,,
488,15.18062,76.66463,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 29 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,1.48,0,29.0,2.530689655172414,8.44,16.0,0.276,True,-0.6277983285647595,307.28,292.43,14.849999999999966,1,0,0,0,0,,
909,24.20604,82.70895,2026-09-06 20:27:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (0.7), thin history (2 detections)",,0.69,0,2.0,1.905,2.57,2.0,0.154,True,-1.29193193855888,300.98,277.44,23.54000000000002,1,0,0,0,0,,
390,15.16875,76.38062,2026-09-05 08:16:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=2.5) — escalation watch.,,5.59,1,10.0,1.606,5.97,7.0,0.438,True,2.5215279657193648,330.07,304.76,25.31,0,1,1,0,0,252.1,
485,15.17849,76.65616,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 29 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,1.51,0,29.0,2.530689655172414,8.44,16.0,0.276,True,-0.6098730070730843,318.32,293.73,24.58999999999997,1,0,0,0,0,,
918,15.06937,76.86656,2026-09-06 20:29:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (0.3), thin history (3 detections)",,0.28,0,3.0,1.5633333333333337,1.61,3.0,0.333,True,-28.460018931751048,295.47,270.81,24.660000000000025,1,1,1,0,0,233.7,
437,23.78617,85.55293,2026-09-05 08:18:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=2.3) — escalation watch.,,4.76,0,12.0,1.7916666666666667,5.5,10.0,0.256,True,2.3205581948192533,333.73,292.06,41.670000000000016,0,0,0,0,0,,
484,15.17783,76.66007,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 29 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,1.51,0,29.0,2.530689655172414,8.44,16.0,0.276,True,-0.6098730070730843,308.24,292.41,15.829999999999984,1,0,0,0,0,,
932,15.1873,76.65886,2026-09-06 20:29:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (1.0), thin history (2 detections)",,0.98,0,2.0,2.32,2.82,2.0,0.083,True,-1.8950461735799475,303.92,278.34,25.58000000000004,1,0,0,0,0,,
786,22.78975,86.19833,2026-09-06 08:01:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=2.4) — escalation watch.,,4.84,0,13.0,1.75,3.88,8.0,0.195,True,2.3640306676047667,330.22,295.19,35.03000000000003,0,0,0,0,0,,
393,15.17818,76.65657,2026-09-05 08:16:00,0,PERSISTENT_SOURCE,"Recurring cell: 29 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,3.25,1,29.0,2.530689655172414,8.44,16.0,0.276,True,0.4297956394440722,333.69,301.98,31.70999999999998,0,0,0,0,0,,
940,17.5851,80.31999,2026-09-06 20:29:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (0.8), no baseline",,0.85,0,0.0,0.0,0.0,0.0,0.0,False,,305.01,289.16,15.849999999999966,1,0,0,0,0,,
1054,19.10229,82.16896,2026-09-07 07:39:00,2,NEW_ABNORMAL_EVENT,"Known thermal cell but FRP is anomalous (z=11.6, above historical peak) — escalation watch.",,7.63,1,10.0,1.6350000000000002,2.41,5.0,0.085,True,11.633407711217677,330.22,298.74,31.480000000000015,0,1,1,0,0,49.6,
925,15.17682,76.65726,2026-09-06 20:29:00,0,PERSISTENT_SOURCE,"Recurring cell: 29 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,1.6,0,29.0,2.530689655172414,8.44,16.0,0.276,True,-0.5560970425980589,311.46,279.46,32.0,1,0,0,0,0,,
892,21.98676,83.2336,2026-09-06 20:27:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (1.3), thin history (1 detections)",,1.27,0,1.0,1.58,1.58,1.0,1.0,True,,307.64,289.2,18.44,1,0,0,0,0,,
1069,20.97015,86.00223,2026-09-07 07:39:00,2,NEW_ABNORMAL_EVENT,"Known thermal cell but FRP is anomalous (z=6.7, above historical peak) — escalation watch.",,5.31,0,9.0,1.3544444444444443,2.6,5.0,0.102,True,6.657611170035419,336.57,300.55,36.01999999999998,0,0,0,0,0,,
481,15.17504,76.65553,2026-09-05 20:46:00,0,PERSISTENT_SOURCE,"Recurring cell: 29 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,1.51,0,29.0,2.530689655172414,8.44,16.0,0.276,True,-0.6098730070730843,312.27,293.05,19.21999999999997,1,0,0,0,0,,
938,16.54707,79.75684,2026-09-06 20:29:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (1.3), no baseline",,1.27,0,0.0,0.0,0.0,0.0,0.0,False,,305.42,290.32,15.100000000000025,1,0,0,0,0,,
1055,20.76041,85.29862,2026-09-07 07:39:00,2,NEW_ABNORMAL_EVENT,"Known thermal cell but FRP is anomalous (z=6.4, above historical peak) — escalation watch.",,6.35,0,6.0,1.5516666666666667,2.27,4.0,0.114,True,6.405088495370253,335.93,300.8,35.129999999999995,0,0,0,0,0,,
772,15.17639,76.65804,2026-09-06 07:58:00,0,PERSISTENT_SOURCE,"Recurring cell: 29 historical detections across 16 active days (28% of the observed span), FRP in line with its own history.",,4.81,1,29.0,2.530689655172414,8.44,16.0,0.276,True,1.3619123570111775,330.31,301.52,28.79000000000002,0,0,0,0,0,,
936,15.33737,76.24843,2026-09-06 20:29:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (1.2), thin history (2 detections)",,1.18,0,2.0,0.61,0.61,1.0,1.0,True,,303.54,283.42,20.120000000000005,1,0,0,0,0,,
1092,23.6855,86.39344,2026-09-07 07:39:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=3.7) — escalation watch.,,8.43,0,10.0,2.427,5.68,8.0,0.229,True,3.6838305281169568,345.21,298.93,46.27999999999997,0,0,0,0,0,,
426,21.74623,83.83998,2026-09-05 08:18:00,0,PERSISTENT_SOURCE,"Recurring cell: 27 historical detections across 8 active days (22% of the observed span), FRP in line with its own history.",,5.4,0,27.0,4.3566666666666665,13.51,8.0,0.216,True,0.3356567956332224,341.98,294.07,47.910000000000025,0,0,0,0,0,,
934,15.2266,76.76109,2026-09-06 20:29:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (0.4), thin history (4 detections)",,0.37,0,4.0,1.1,1.96,4.0,0.333,True,-1.2730836942076595,299.69,272.66,27.029999999999973,1,0,0,0,0,,
1073,20.97693,85.17239,2026-09-07 07:39:00,2,NEW_ABNORMAL_EVENT,Known thermal cell but FRP is anomalous (z=2.7) — escalation watch.,,3.85,0,7.0,1.6614285714285713,3.04,4.0,0.222,True,2.734331194137069,330.76,297.63,33.129999999999995,0,0,0,0,0,,
867,21.74586,83.841,2026-09-06 20:27:00,0,PERSISTENT_SOURCE,"Recurring cell: 27 historical detections across 8 active days (22% of the observed span), FRP in line with its own history.",,4.04,0,27.0,4.3566666666666665,13.51,8.0,0.216,True,-0.1018766632113613,334.78,291.92,42.85999999999996,1,0,0,0,0,,
933,15.22602,76.76505,2026-09-06 20:29:00,1,OTHER_ANOMALY,"Weak / one-off detection: low FRP (0.4), thin history (1 detections)",,0.37,0,1.0,0.8,0.8,1.0,1.0,True,,295.28,270.75,24.529999999999973,1,0,0,0,0,,
